ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,(Wide),ReportID:,2230,DataYear:,2011,Prepared,8/22/2012
3,Eastern Region,040,Greensville County,12,Urban Principal Arterial - Other Freeways or Expressways,08,Four Axle or Fewer Single Trailers,              ,,,,,,,257,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,0.00%,,
3,Eastern Region,040,Greensville County,12,Urban Principal Arterial - Other Freeways or Expressways,09,Five Axle Single Trailers,              ,,,,,,,6,494,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,494,0.00%,,
3,Eastern Region,040,Greensville County,12,Urban Principal Arterial - Other Freeways or Expressways,10,Six or More Axle Single Trailers,              ,,,,,,,107,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,0.00%,,
3,Eastern Region,040,Greensville County,12,Urban Principal Arterial - Other Freeways or Expressways,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,139,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,0.00%,,
3,Eastern Region,040,Greensville County,12,Urban Principal Arterial - Other Freeways or Expressways,12,Six Axle Multi-Trailers,              ,,,,,,,72,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,0.00%,,
3,Eastern Region,040,Greensville County,12,Urban Principal Arterial - Other Freeways or Expressways,13,Seven or More Axle Multi-Trailers,              ,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Eastern Region,040,Greensville County,14,Urban Principal Arterial - Other,01,Motorcycles,              ,,,,,,,77,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,0.00%,,
3,Eastern Region,040,Greensville County,14,Urban Principal Arterial - Other,02,Passenger Cars,              ,,,,,,,11,482,0.02%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,482,0.01%,,
3,Eastern Region,040,Greensville County,14,Urban Principal Arterial - Other,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,3,207,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,207,0.00%,,
3,Eastern Region,040,Greensville County,14,Urban Principal Arterial - Other,04,Busses,              ,,,,,,,106,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,0.00%,,
3,Eastern Region,040,Greensville County,14,Urban Principal Arterial - Other,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,138,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,0.00%,,
3,Eastern Region,040,Greensville County,14,Urban Principal Arterial - Other,06,Three Axle Single Unit Trucks,              ,,,,,,,155,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,0.00%,,
3,Eastern Region,040,Greensville County,14,Urban Principal Arterial - Other,07,Four or More Axle Single Unit Trucks,              ,,,,,,,23,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0.00%,,
3,Eastern Region,040,Greensville County,14,Urban Principal Arterial - Other,08,Four Axle or Fewer Single Trailers,              ,,,,,,,109,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,0.00%,,
3,Eastern Region,040,Greensville County,14,Urban Principal Arterial - Other,09,Five Axle Single Trailers,              ,,,,,,,2,162,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,162,0.00%,,
3,Eastern Region,040,Greensville County,14,Urban Principal Arterial - Other,10,Six or More Axle Single Trailers,              ,,,,,,,58,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,0.00%,,
3,Eastern Region,040,Greensville County,14,Urban Principal Arterial - Other,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,53,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,0.00%,,
3,Eastern Region,040,Greensville County,14,Urban Principal Arterial - Other,12,Six Axle Multi-Trailers,              ,,,,,,,34,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,0.00%,,
3,Eastern Region,040,Greensville County,14,Urban Principal Arterial - Other,13,Seven or More Axle Multi-Trailers,              ,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Eastern Region,040,Greensville County,16,Urban Minor Arterial,01,Motorcycles,              ,6,0.00%,0.00%,,,,92,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,0.00%,,
3,Eastern Region,040,Greensville County,16,Urban Minor Arterial,02,Passenger Cars,              ,1,983,0.00%,0.00%,,,,17,385,0.03%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,368,0.01%,,
3,Eastern Region,040,Greensville County,16,Urban Minor Arterial,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,660,0.00%,0.00%,,,,4,287,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,946,0.00%,,
3,Eastern Region,040,Greensville County,16,Urban Minor Arterial,04,Busses,              ,29,0.00%,0.00%,,,,105,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,0.00%,,
3,Eastern Region,040,Greensville County,16,Urban Minor Arterial,05,"Two Axle, 6 Tire Single Unit Trucks",              ,15,0.00%,0.00%,,,,171,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,0.00%,,
3,Eastern Region,040,Greensville County,16,Urban Minor Arterial,06,Three Axle Single Unit Trucks,              ,18,0.00%,0.00%,,,,100,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,0.00%,,
3,Eastern Region,040,Greensville County,16,Urban Minor Arterial,07,Four or More Axle Single Unit Trucks,              ,5,0.00%,0.00%,,,,5,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.00%,,
3,Eastern Region,040,Greensville County,16,Urban Minor Arterial,08,Four Axle or Fewer Single Trailers,              ,11,0.00%,0.00%,,,,50,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,0.00%,,
3,Eastern Region,040,Greensville County,16,Urban Minor Arterial,09,Five Axle Single Trailers,              ,30,0.00%,0.00%,,,,427,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,0.00%,,
3,Eastern Region,040,Greensville County,16,Urban Minor Arterial,10,Six or More Axle Single Trailers,              ,1,0.00%,0.00%,,,,6,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.00%,,
3,Eastern Region,040,Greensville County,16,Urban Minor Arterial,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,3,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.00%,,
3,Eastern Region,040,Greensville County,17,Urban Collector,01,Motorcycles,              ,7,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0.00%,,
3,Eastern Region,040,Greensville County,17,Urban Collector,02,Passenger Cars,              ,643,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643,0.00%,,
3,Eastern Region,040,Greensville County,17,Urban Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,247,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247,0.00%,,
3,Eastern Region,040,Greensville County,17,Urban Collector,04,Busses,              ,15,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.00%,,
3,Eastern Region,040,Greensville County,17,Urban Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,14,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0.00%,,
3,Eastern Region,040,Greensville County,17,Urban Collector,08,Four Axle or Fewer Single Trailers,              ,1,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,,
3,Eastern Region,040,Greensville County,17,Urban Collector,09,Five Axle Single Trailers,              ,4,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.00%,,
3,Eastern Region,040,Greensville County,19,Urban Local System,01,Motorcycles,              ,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Eastern Region,040,Greensville County,19,Urban Local System,02,Passenger Cars,              ,,,,,,,226,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,0.00%,,
3,Eastern Region,040,Greensville County,19,Urban Local System,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Eastern Region,040,Greensville County,19,Urban Local System,04,Busses,              ,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Eastern Region,040,Greensville County,19,Urban Local System,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Eastern Region,040,Greensville County,19,Urban Local System,06,Three Axle Single Unit Trucks,              ,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Eastern Region,040,Greensville County,19,Urban Local System,07,Four or More Axle Single Unit Trucks,              ,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Eastern Region,040,Greensville County,19,Urban Local System,08,Four Axle or Fewer Single Trailers,              ,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Eastern Region,040,Greensville County,19,Urban Local System,09,Five Axle Single Trailers,              ,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Eastern Region,040,Greensville County,19,Urban Local System,10,Six or More Axle Single Trailers,              ,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Eastern Region,040,Greensville County,19,Urban Local System,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Eastern Region,040,Greensville County,19,Urban Local System,12,Six Axle Multi-Trailers,              ,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Eastern Region,040,Greensville County,19,Urban Local System,13,Seven or More Axle Multi-Trailers,              ,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Eastern Region,040,Greensville County Total:,,,,,,114,062,0.28%,0.05%,,,,177,467,0.26%,0.08%,,,,614,985,0.93%,0.28%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906,515,0.41%,,
3,Eastern Region,046,Isle of Wight County,2,Rural Principal Arterial - Other,01,Motorcycles,              ,,,,,,,726,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726,0.00%,,
3,Eastern Region,046,Isle of Wight County,2,Rural Principal Arterial - Other,02,Passenger Cars,              ,,,,,,,85,924,0.13%,0.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,924,0.04%,,
3,Eastern Region,046,Isle of Wight County,2,Rural Principal Arterial - Other,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,27,267,0.04%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,267,0.01%,,
3,Eastern Region,046,Isle of Wight County,2,Rural Principal Arterial - Other,04,Busses,              ,,,,,,,737,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737,0.00%,,
3,Eastern Region,046,Isle of Wight County,2,Rural Principal Arterial - Other,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,955,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955,0.00%,,
3,Eastern Region,046,Isle of Wight County,2,Rural Principal Arterial - Other,06,Three Axle Single Unit Trucks,              ,,,,,,,1,302,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,302,0.00%,,
3,Eastern Region,046,Isle of Wight County,2,Rural Principal Arterial - Other,07,Four or More Axle Single Unit Trucks,              ,,,,,,,222,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,0.00%,,
3,Eastern Region,046,Isle of Wight County,2,Rural Principal Arterial - Other,08,Four Axle or Fewer Single Trailers,              ,,,,,,,858,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858,0.00%,,
3,Eastern Region,046,Isle of Wight County,2,Rural Principal Arterial - Other,09,Five Axle Single Trailers,              ,,,,,,,17,301,0.03%,0.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,301,0.01%,,
3,Eastern Region,046,Isle of Wight County,2,Rural Principal Arterial - Other,10,Six or More Axle Single Trailers,              ,,,,,,,248,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,0.00%,,
3,Eastern Region,046,Isle of Wight County,2,Rural Principal Arterial - Other,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,469,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469,0.00%,,
3,Eastern Region,046,Isle of Wight County,2,Rural Principal Arterial - Other,12,Six Axle Multi-Trailers,              ,,,,,,,84,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,0.00%,,
3,Eastern Region,046,Isle of Wight County,2,Rural Principal Arterial - Other,13,Seven or More Axle Multi-Trailers,              ,,,,,,,1,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,,
3,Eastern Region,046,Isle of Wight County,6,Rural Minor Arterial,01,Motorcycles,              ,,,,,,,485,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485,0.00%,,
3,Eastern Region,046,Isle of Wight County,6,Rural Minor Arterial,02,Passenger Cars,              ,,,,,,,134,099,0.20%,0.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,099,0.06%,,
3,Eastern Region,046,Isle of Wight County,6,Rural Minor Arterial,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,44,558,0.07%,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,558,0.02%,,
3,Eastern Region,046,Isle of Wight County,6,Rural Minor Arterial,04,Busses,              ,,,,,,,1,326,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,326,0.00%,,
3,Eastern Region,046,Isle of Wight County,6,Rural Minor Arterial,05,"Two Axle, 6 Tire Single Unit Trucks",              ,,,,,,,1,442,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,442,0.00%,,
3,Eastern Region,046,Isle of Wight County,6,Rural Minor Arterial,06,Three Axle Single Unit Trucks,              ,,,,,,,1,257,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,257,0.00%,,
3,Eastern Region,046,Isle of Wight County,6,Rural Minor Arterial,07,Four or More Axle Single Unit Trucks,              ,,,,,,,106,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,0.00%,,
3,Eastern Region,046,Isle of Wight County,6,Rural Minor Arterial,08,Four Axle or Fewer Single Trailers,              ,,,,,,,498,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498,0.00%,,
3,Eastern Region,046,Isle of Wight County,6,Rural Minor Arterial,09,Five Axle Single Trailers,              ,,,,,,,5,542,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,542,0.00%,,
3,Eastern Region,046,Isle of Wight County,6,Rural Minor Arterial,10,Six or More Axle Single Trailers,              ,,,,,,,41,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,0.00%,,
3,Eastern Region,046,Isle of Wight County,6,Rural Minor Arterial,11,Five Axle or Fewer Multi-Trailers,              ,,,,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Eastern Region,046,Isle of Wight County,6,Rural Minor Arterial,13,Seven or More Axle Multi-Trailers,              ,,,,,,,3,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.00%,,
3,Eastern Region,046,Isle of Wight County,7,Rural Major Collector,01,Motorcycles,              ,207,0.00%,0.00%,,,,6,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,0.00%,,
3,Eastern Region,046,Isle of Wight County,7,Rural Major Collector,02,Passenger Cars,              ,39,046,0.10%,0.02%,,,,4,455,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,501,0.02%,,
3,Eastern Region,046,Isle of Wight County,7,Rural Major Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,15,322,0.04%,0.01%,,,,1,339,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,661,0.01%,,
3,Eastern Region,046,Isle of Wight County,7,Rural Major Collector,04,Busses,              ,435,0.00%,0.00%,,,,68,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503,0.00%,,
3,Eastern Region,046,Isle of Wight County,7,Rural Major Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,331,0.00%,0.00%,,,,43,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,0.00%,,
3,Eastern Region,046,Isle of Wight County,7,Rural Major Collector,06,Three Axle Single Unit Trucks,              ,350,0.00%,0.00%,,,,19,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,0.00%,,
3,Eastern Region,046,Isle of Wight County,7,Rural Major Collector,07,Four or More Axle Single Unit Trucks,              ,52,0.00%,0.00%,,,,4,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,0.00%,,
3,Eastern Region,046,Isle of Wight County,7,Rural Major Collector,08,Four Axle or Fewer Single Trailers,              ,91,0.00%,0.00%,,,,6,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,0.00%,,
3,Eastern Region,046,Isle of Wight County,7,Rural Major Collector,09,Five Axle Single Trailers,              ,854,0.00%,0.00%,,,,17,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870,0.00%,,
3,Eastern Region,046,Isle of Wight County,7,Rural Major Collector,10,Six or More Axle Single Trailers,              ,74,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,0.00%,,
3,Eastern Region,046,Isle of Wight County,8,Rural Minor Collector,01,Motorcycles,              ,24,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0.00%,,
3,Eastern Region,046,Isle of Wight County,8,Rural Minor Collector,02,Passenger Cars,              ,10,607,0.03%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,607,0.00%,,
3,Eastern Region,046,Isle of Wight County,8,Rural Minor Collector,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,4,388,0.01%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,388,0.00%,,
3,Eastern Region,046,Isle of Wight County,8,Rural Minor Collector,04,Busses,              ,244,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,0.00%,,
3,Eastern Region,046,Isle of Wight County,8,Rural Minor Collector,05,"Two Axle, 6 Tire Single Unit Trucks",              ,156,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,0.00%,,
3,Eastern Region,046,Isle of Wight County,8,Rural Minor Collector,06,Three Axle Single Unit Trucks,              ,114,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,0.00%,,
3,Eastern Region,046,Isle of Wight County,8,Rural Minor Collector,07,Four or More Axle Single Unit Trucks,              ,4,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.00%,,
3,Eastern Region,046,Isle of Wight County,8,Rural Minor Collector,08,Four Axle or Fewer Single Trailers,              ,21,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0.00%,,
3,Eastern Region,046,Isle of Wight County,8,Rural Minor Collector,09,Five Axle Single Trailers,              ,105,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,0.00%,,
3,Eastern Region,046,Isle of Wight County,8,Rural Minor Collector,10,Six or More Axle Single Trailers,              ,3,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.00%,,
3,Eastern Region,046,Isle of Wight County,8,Rural Minor Collector,11,Five Axle or Fewer Multi-Trailers,              ,1,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.00%,,
3,Eastern Region,046,Isle of Wight County,9,Rural Local System,01,Motorcycles,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Eastern Region,046,Isle of Wight County,9,Rural Local System,02,Passenger Cars,              ,131,184,0.32%,0.06%,,,,2,193,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,377,0.06%,,
3,Eastern Region,046,Isle of Wight County,9,Rural Local System,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Eastern Region,046,Isle of Wight County,9,Rural Local System,04,Busses,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Eastern Region,046,Isle of Wight County,9,Rural Local System,05,"Two Axle, 6 Tire Single Unit Trucks",              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Eastern Region,046,Isle of Wight County,9,Rural Local System,06,Three Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Eastern Region,046,Isle of Wight County,9,Rural Local System,07,Four or More Axle Single Unit Trucks,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Eastern Region,046,Isle of Wight County,9,Rural Local System,08,Four Axle or Fewer Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Eastern Region,046,Isle of Wight County,9,Rural Local System,09,Five Axle Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Eastern Region,046,Isle of Wight County,9,Rural Local System,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Eastern Region,046,Isle of Wight County,9,Rural Local System,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Eastern Region,046,Isle of Wight County,9,Rural Local System,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,
3,Eastern Region,046,Isle of Wight County,14,Urban Principal Arterial - Other,01,Motorcycles,              ,,,,,,,1,921,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,921,0.00%,,
3,Eastern Region,046,Isle of Wight County,14,Urban Principal Arterial - Other,02,Passenger Cars,              ,,,,,,,340,076,0.51%,0.15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,076,0.15%,,
3,Eastern Region,046,Isle of Wight County,14,Urban Principal Arterial - Other,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,,,,,,,97,271,0.14%,0.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,271,0.04%,,
3,Eastern Region,046,Isle of Wight County,14,Urban Principal Arterial - Other,04,Busses,              ,,,,,,,1,923,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,923,0.00%,,
